transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,z_contract_block_involved,z_contract_tx_count,z_contract_block_per_tx,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_block_per_tx,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,is_sus
0xa88d5f233bdcf8ec6ebbdc31cf8289dbd1241fdbb2b54596dd06d7ef84e269d4,1,0x27d4e6fe4f5aca5eccf4a1c7694ace7451060bfc,0x3561081260186e69369e6c32f280836554292e08,2022-10-18 21:04:23.000000 UTC,54,56,0.9642857142857143,11,7,7,1.0,1,56,0xa88d5f233bdcf8ec6ebbdc31cf8289dbd1241fdbb2b54596dd06d7ef84e269d4,1,1,5,24,16,115998,4,0,13,4,2.0,2.0,1,1,91696,28111576870,11071961,86479,0,5,2,0.16154301946291805,0.052674100698805126,0.7871608628315764,0.8487143058319585,-0.6804793970362211,-0.6766780635933819,0.928046658832684,-0.9377710327910225,1.4441532416804643,-0.6587944689235513,-0.508428376306367,-0.1106638464386887,0.892651553488454,1.2915536385392221,1.3280793855847393,-0.8164464839346709,-1.0082005869049198,-1.0223120260746292,0.2263081187438551,-0.21757510558429533,0.4460257750875394,-0.0944911182523069,-0.1620898226495176,-0.177057391946283,1.499589309292668,0.18106179065128986,-0.2321686730477233,-0.6698978558715831,0.2,0.6470588235294118,2.3333333333333335,0.00046552125449357323,1.0,1.75,0.5,0.14285714285714285,0.017857142857142856,1.0,0.09090909090909091,0
0xba9838d663493cca626ddbd5e40347bac918399009107aab375f5f83dc81e669,2,0x145a35a5ea96057b782a7dd60894d461ded5c5e1,0x91bf23d27170712e0e93bda5478f86bbff2c1915,2022-10-22 23:49:47.000000 UTC,143,157,0.910828025477707,20,106,113,0.9380530973451328,32,42,0xba9838d663493cca626ddbd5e40347bac918399009107aab375f5f83dc81e669,5,1,3,32,20,145646,34,718,4626019,3,2.0,1.0,1,1,140519,14679933489,3981061,140519,0,96,2,2.543710390047327,2.5064272079455896,0.29128935934385564,2.324171483662902,-0.5968335706383461,-0.590099238746169,-2.583746949344944,-0.6850194802891412,0.6803115738976176,0.6472366712231381,-0.508428376306367,-0.21987794816420683,1.785303106976908,1.8174835886470857,1.8745905037629051,-0.6501750925770755,0.43870475179292145,0.47120803322279087,-0.5728424255703832,-0.21757510558429533,-0.3939894346606599,-0.0944911182523069,-0.1620898226495176,0.2617755505344294,0.11133988378154076,-1.013783932965882,0.36125925709061213,-0.5923030143386521,0.6666666666666666,0.9523809523809523,4.90625,0.0009818259215775128,0.04450625869262865,3.323529411764706,2.2913865482639504e-05,0.04424778761061947,0.03184713375796178,5.0,0.05,0
0xff00898cdc8acb2e1aab3f42d6fa17e88609b959413b22328ed707ec5a498fce,1,0xf2978b5dabb93964410fb0394c07f144706a2df7,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 18:57:47.000000 UTC,20,22,0.9090909090909091,1,109,109,1.0,28,22,0xff00898cdc8acb2e1aab3f42d6fa17e88609b959413b22328ed707ec5a498fce,3,1,5,10,0,838,31,354,2252240,4,2.0,2.0,1,1,67231,5425159730,2787578,66932,0,98,2,-0.7484984479513503,-0.7733417967902114,0.27517593331175805,-0.790682558424645,-0.5942988486262893,-0.5933663642121015,0.928046658832684,-0.717632583837771,-0.4108908086493063,-0.0057788988502066,-0.508428376306367,-0.1106638464386887,-0.6694886651163405,-0.8121661618922318,-0.7947019274683366,-0.666802231712835,-0.2948238600260398,-0.2951737122481338,0.2263081187438551,-0.21757510558429533,0.4460257750875394,-0.0944911182523069,-0.1620898226495176,-0.39695473413727145,-0.8452023642312012,-1.2148907119022359,-0.44681959366974483,-0.5905976332060602,0.2,1.0,2.2,0.023837902264600714,0.07887323943661972,3.5161290322580645,4.839624178762397e-05,0.027522935779816515,0.13636363636363635,3.0,1.0,0
0x69febe4714b07070627c469468557bd8043d8262148061fada15d4c162a2c4fb,2,0x4731223a7b5ac0c425f1f35d0bdf6d340a93a181,0x91bf23d27170712e0e93bda5478f86bbff2c1915,2022-10-02 17:28:35.000000 UTC,27,38,0.7105263157894737,1,9,9,1.0,4,11,0x69febe4714b07070627c469468557bd8043d8262148061fada15d4c162a2c4fb,1,1,3,7,0,571,5,5,35441,3,2.0,1.0,1,1,140531,5943469882,5666066,140531,0,8,2,-0.5611369693660598,-0.38462843326596835,-1.5667017388307372,-0.790682558424645,-0.6787895823615165,-0.6750445008604156,0.928046658832684,-0.9133112051295501,-1.0110521190501145,-0.6587944689235513,-0.508428376306367,-0.21987794816420683,-1.0042329976745108,-0.8121661618922318,-0.7996236243299654,-0.810904104222751,-0.998124644434879,-1.0108739888864393,-0.5728424255703832,-0.21757510558429533,-0.3939894346606599,-0.0944911182523069,-0.1620898226495176,0.26188340943924415,-0.791631572456873,-0.7298536817250588,0.361391032352671,-0.6673397841726953,0.6666666666666666,1.0,5.428571428571429,0.0472027972027972,0.6666666666666666,1.8,0.00025393600812595224,0.1111111111111111,0.02631578947368421,1.0,1.0,0
0xcde0a1ecb334986a465fc0298ed38281889ced86e9c370eb41149611bda29915,2,0xf0e43a827e5a66e51e88edcadf58176c42bad071,0x91bf23d27170712e0e93bda5478f86bbff2c1915,2022-10-02 16:20:35.000000 UTC,11,20,0.55,1,29,29,1.0,13,3,0xcde0a1ecb334986a465fc0298ed38281889ced86e9c370eb41149611bda29915,2,1,19,3,0,232,16,232,1473531,6,10.0,2.0,1,3,222711,6663696189,10068395,222711,0,26,2,-0.9893917775610096,-0.8219309672307418,-3.055737784623042,-0.790682558424645,-0.6618914356144711,-0.6587088735307528,0.928046658832684,-0.8399317221451329,-1.447533072068884,-0.332286683886879,-0.508428376306367,0.6538348656399382,-1.4505587744187378,-0.8121661618922318,-0.8058725203452918,-0.7499379273916328,-0.5406768562950323,-0.5465822732952735,1.8246092073723317,1.8748493140774385,0.4460257750875394,-0.0944911182523069,1.8730379506166475,1.0005371425786447,-0.717191406903854,0.011956804899468435,1.2638319520189998,-0.6519913539793684,0.10526315789473684,1.0,6.666666666666667,0.04721030042918455,0.055793991416309016,1.8125,1.968060415382903e-05,0.06896551724137931,0.1,2.0,1.0,0
0xdd2c25f82e2c01802895c38581df74b4dcfb88d70c69213945c9f7701fd5b6ff,1,0xf0e43a827e5a66e51e88edcadf58176c42bad071,0x3561081260186e69369e6c32f280836554292e08,2022-10-02 16:09:23.000000 UTC,2,2,1.0,1,26,26,1.0,13,2,0xdd2c25f82e2c01802895c38581df74b4dcfb88d70c69213945c9f7701fd5b6ff,1,1,5,2,0,2,15,232,1473475,4,2.0,2.0,1,1,91696,6852688922,16031650,91279,0,23,2,-1.2302851071706689,-1.2592335011955154,1.118445228991456,-0.790682558424645,-0.6644261576265279,-0.6611592176302022,0.928046658832684,-0.8399317221451329,-1.5020931911962303,-0.6587944689235513,-0.508428376306367,-0.1106638464386887,-1.5621402186047946,-0.8121661618922318,-0.8101121843084926,-0.7554803071035526,-0.5406768562950323,-0.5466003530650189,0.2263081187438551,-0.21757510558429533,0.4460257750875394,-0.0944911182523069,-0.1620898226495176,-0.177057391946283,-0.6976577545002943,1.016789722524695,-0.179458568224185,-0.6545494256782561,0.2,1.0,1.0,0.6666666666666666,0.055793991416309016,1.7333333333333334,1.764535017876097e-05,0.038461538461538464,0.5,1.0,1.0,0
0xce432fea99d7fe8bca76fdc26ecf7bcad443a30851a402ac5c09048f18b900ec,1,0xbd1ded3bcc8103028c8ebdc61990ca777709b10a,0x3561081260186e69369e6c32f280836554292e08,2022-10-10 22:31:11.000000 UTC,46,48,0.9583333333333334,6,669,684,0.9780701754385965,221,48,0xce432fea99d7fe8bca76fdc26ecf7bcad443a30851a402ac5c09048f18b900ec,2,1,1,20,8,59136,256,424,2710101,2,0.0,0.0,1,0,46279,27018815762,23017418,46279,0,636,2,-0.05258438463455687,-0.1416825810633164,0.7319468018049267,0.029015873703656745,-0.12115073970901657,-0.12371707848429583,-0.3151634844131596,0.8559496623836191,1.007672288661695,-0.332286683886879,-0.508428376306367,-0.32909204988972496,0.446325776744227,0.23969373832349528,0.27992385395201963,0.580233203469131,-0.15376066544547032,-0.14735190054491162,-1.3719929698846216,-0.7406812104997288,-1.234004644408859,-0.0944911182523069,-1.1796537092826,-0.5852763819437538,1.3866452013104802,2.19392027308692,-0.6736158009448566,-0.1318501085388413,1.0,0.6666666666666666,2.4,0.0007778548117084059,0.52,2.671875,0.0002468541774442438,0.0029239766081871343,0.041666666666666664,2.0,0.16666666666666666,0
0xb9e7a96c8dcb20a0d83fa2149c222a9aaf385d4012c556a6f788858b8f43ce57,1,0xa5e0ecb5d075e86c3bf5d1b1042e154fee9a4798,0x3561081260186e69369e6c32f280836554292e08,2022-10-03 01:16:47.000000 UTC,27,29,0.9310344827586207,2,4313,4476,0.9635835567470956,296,29,0xb9e7a96c8dcb20a0d83fa2149c222a9aaf385d4012c556a6f788858b8f43ce57,1,1,5,12,1,2725,304,351,2226703,4,2.0,2.0,1,1,91696,7119095050,7607656,91279,0,4368,2,-0.5611369693660598,-0.6032797002483551,0.47872369433789175,-0.6267428719989846,2.957691597602665,2.9735178632197723,-1.1364154396297108,1.4674453539204289,-0.028969974757882933,-0.6587944689235513,-0.508428376306367,-0.1106638464386887,-0.446325776744227,-0.6806836743652659,-0.7599182496485106,0.8462674296412838,-0.30086942550806417,-0.3034184101050493,0.2263081187438551,-0.21757510558429533,0.4460257750875394,-0.0944911182523069,-0.1620898226495176,-0.177057391946283,-0.6701229142981039,-0.4026878059521859,-0.179458568224185,3.050391084877629,0.2,1.0,2.4166666666666665,0.009904622157006602,0.8409090909090909,14.723684210526315,0.0019369435722035799,0.00022341376228775692,0.034482758620689655,1.0,0.5,0
0x79f85b7123741d0f4145f9ac11abc72eac60bc79b316e17d04111ea1be14cccf,2,0x5c044ca8eebab5e982bc61f75f6cce677397a899,0x91bf23d27170712e0e93bda5478f86bbff2c1915,2022-10-03 17:08:23.000000 UTC,66,79,0.8354430379746836,2,1097,1107,0.99096657633243,271,21,0x79f85b7123741d0f4145f9ac11abc72eac60bc79b316e17d04111ea1be14cccf,2,2,3,19,1,7630,257,1122,7165836,3,2.0,1.0,1,1,140519,30798938633,2538573,140519,0,991,2,0.4827341256091304,0.6114495607649045,-0.40797893913761607,-0.6267428719989846,0.24046960067775616,0.22178143953807253,0.41593841554442623,1.2636134567414923,-0.4654509277766525,-0.332286683886879,0.8594860647083825,-0.21987794816420683,0.33474433255817027,-0.6806836743652659,-0.6695028073028582,0.5857755831810508,1.252840903372208,1.2911956502826467,-0.5728424255703832,-0.21757510558429533,-0.3939894346606599,-0.0944911182523069,-0.1620898226495176,0.2617755505344294,1.7773459707673687,-1.2568490753552946,0.36125925709061213,0.17085504249621952,0.6666666666666666,1.0,4.157894736842105,0.008648931987943913,0.2413178984861977,4.307392996108949,0.00015308748998895733,0.0018066847335140017,0.02531645569620253,1.0,1.0,0
0x52478a1449699e5c5b6dac41fad69b3a58ac67b3218a943b6d0442a445e7bcab,2,0x4731223a7b5ac0c425f1f35d0bdf6d340a93a181,0x91bf23d27170712e0e93bda5478f86bbff2c1915,2022-10-07 21:47:23.000000 UTC,77,90,0.8555555555555555,6,10,10,1.0,5,26,0x52478a1449699e5c5b6dac41fad69b3a58ac67b3218a943b6d0442a445e7bcab,2,2,19,22,5,37595,5,10,72465,6,10.0,2.0,1,3,205590,7784292756,6786190,195990,0,9,2,0.7771593062431584,0.8786899981878217,-0.2214159852551735,0.029015873703656745,-0.6779446750241643,-0.6742277194939325,0.928046658832684,-0.9051579292423926,-0.19265033213992153,-0.332286683886879,0.8594860647083825,0.6538348656399382,0.6694886651163405,-0.15475372425740236,-0.11714832618410671,-0.810904104222751,-0.9880487019648383,-0.9989206782605068,1.8246092073723317,1.8748493140774385,0.4460257750875394,-0.0944911182523069,1.8730379506166475,0.8466494501342582,-0.6013703196221524,-0.5411081950701968,0.9704013872294649,-0.6664870936063994,0.10526315789473684,1.0,4.090909090909091,0.0020480902223640814,0.45454545454545453,2.0,0.0001379957497309083,0.2,0.022222222222222223,1.0,0.3333333333333333,0
