transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type,rn,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,sender_lifetime_days,sender_lifetime_block,contract_interact,add_feat_hash,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,is_sus,z_trace_involved_amt,z_contract_block_involved,z_contract_tx_count,z_contract_main_active_days,z_sender_block_involved,z_sender_tx_count,z_sender_main_active_days,z_contract_interact,z_sender_tx_count_call_contract,z_sender_days_call_contract,z_trace_amt,z_distinct_sender_in_contract,z_contract_lifetime_days,z_contract_lifetime_block,z_distinct_contract_sender_called,z_sender_lifetime_days,z_sender_lifetime_block,z_contract_involved_amt,z_max_breadth,z_depth,z_distinct_was_called_in_sample,z_distinct_sender_call_in_sample,z_gas,z_gas_price,z_receipt_cumulative_gas_used,z_receipt_gas_used,z_value,z_nonce,involved_trace_ratio,contract_active_day_ratio,tx_count_per_distinct_caller,contract_block_ratio,sender_active_day_ratio,sender_tx_count_per_contract,sender_block_ratio,tx_sender_call_contract,sender_call_contract_tx_ratio,sender_tx_count_call_contract_per_days,sender_call_contract_day_ratio,index
0x4c31ed28b284c0978fdd87598b05b26fb9678cf67fc4a92e81d21ccd919cd3b7,6,0x048fde2d3d47f54d3e7be0be7a40e1cb5aff5d72,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-03 18:20:10+00:00,353469,108324000001,3556264,145069,0.0,28328,,708,540240,1139371,0.4741563546904389,193,27596,28345,0.9735755865231964,154,153,994217,1,0x4c31ed28b284c0978fdd87598b05b26fb9678cf67fc4a92e81d21ccd919cd3b7,25607,153,40,108,192,1248121,3,16,11.0,4.0,7,12,0,-0.129663144189118,2.0068901081165067,0.1911918701994966,0.2960543846860116,1.2366481811500123,1.223583028988604,0.6300276304526234,-1.0984431298070807,1.234736776789256,3.929223548125929,-0.5727163982182056,-0.1228266284153125,0.2738765026856412,0.2714851039492244,-0.5739298587291511,-0.2435660996504356,-0.235891463804776,0.0915181035734327,-0.4799932405172333,-0.6460757816722604,4.147151010219195,2.7457087310430333,-0.6619597816876535,-0.109153838352992,-1.0703720269815469,-1.076178859370748,-0.0,1.2241300897636114,0.15,1.0,10549.731481481482,0.4328423022749378,1.0,9448.333333333334,0.0277564880136951,0.903404480508026,0.0224746812056827,167.36601307189542,0.7927461139896373,
0x9b51aa25d393e4ee76f8cb5c3adfec9c8beafdaf1b8e767ec086dc102a229547,6,0x0197abe48f0a9826d10f44dad7050f26586eb9ba,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-03 20:59:25+00:00,353432,78591000000,9429852,145032,0.0,105822,,693,540629,1140338,0.474095399784976,193,102495,105846,0.9683407970069724,154,153,994933,2,0x9b51aa25d393e4ee76f8cb5c3adfec9c8beafdaf1b8e767ec086dc102a229547,97411,153,40,108,192,1248835,3,16,11.0,4.0,7,12,0,-0.129663144189118,2.0085352773031357,0.1914596112348133,0.2960543846860116,5.229012395343309,5.214015712913878,0.6300276304526234,-1.092191698686562,5.257556879578539,3.929223548125929,-0.5727163982182056,-0.1228266284153125,0.2738765026856412,0.2728642544764844,-0.5739298587291511,-0.2435660996504356,-0.23558666019029,0.0915181035734327,-0.4799932405172333,-0.6460757816722604,4.147151010219195,2.7457087310430333,-0.6619830296017866,-0.1565671766365421,0.3823674281814436,-1.0763024005040784,-0.0,5.214533256760963,0.15,1.0,10558.685185185184,0.4329063223673885,1.0,35282.0,0.1030168835319729,0.9203087504487651,0.0854229184680331,636.6732026143791,0.7927461139896373,
0x0c121279aa268f4ebc2b19144523189a4ba027d5b463573686210088f5757cc7,6,0x0197abe48f0a9826d10f44dad7050f26586eb9ba,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-03 22:35:27+00:00,353432,91455951701,10267355,145032,0.0,105894,,680,540906,1141097,0.4740228043715828,193,102566,105918,0.9683528767537152,154,153,995363,3,0x0c121279aa268f4ebc2b19144523189a4ba027d5b463573686210088f5757cc7,97473,153,40,108,192,1249265,3,16,11.0,4.0,7,12,0,-0.129663144189118,2.009706773099269,0.1916697616441259,0.2960543846860116,5.2327969299727135,5.217722905766133,0.6300276304526234,-1.0859402675660434,5.261030430444409,3.929223548125929,-0.5727163982182056,-0.1228266284153125,0.2738765026856412,0.2736948353262348,-0.5739298587291511,-0.2435660996504356,-0.2354036077402495,0.0915181035734327,-0.4799932405172333,-0.6460757816722604,4.147151010219195,2.7457087310430333,-0.6619830296017866,-0.1360522502254658,0.589510600620057,-1.0763024005040784,-0.0,5.218240757058068,0.15,1.0,10565.712962962964,0.4329790452953974,1.0,35306.0,0.1030437106425388,0.9202685096017674,0.0854204331445968,637.0784313725491,0.7927461139896373,
0x38a402f709f07d25ff58ddd3e522d4782d74cf0e6beced87a070848107b96dc8,6,0x0336e78e4d09b8a6a84d34d0fd103452de57a7a3,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-03 23:27:26+00:00,533733,82418000000,8623314,226867,0.0,44747,,666,541039,1141490,0.4739761189322727,193,43536,44767,0.9725020662541604,154,153,995593,4,0x38a402f709f07d25ff58ddd3e522d4782d74cf0e6beced87a070848107b96dc8,40693,153,60,108,192,1249497,3,27,9.0,4.0,2,9,0,-0.129663144189118,2.0102692602504817,0.1917785747019123,0.2960543846860116,2.086302857103512,2.0691319320404467,0.6300276304526234,-1.0796888364455248,2.0799301374749994,3.929223548125929,-0.2563218058024321,-0.1228266284153125,0.2738765026856412,0.2741429626684257,-0.5739298587291511,-0.2435660996504356,-0.2353056959646465,1.1519455677318873,-0.6565911950857518,-0.6460757816722604,-0.1066280620789398,1.8226780056811889,-0.5486959440307949,-0.1504645013059315,0.1828829606484385,-0.8030594641232653,-0.0,2.069594636682463,0.1,1.0,10569.351851851852,0.4330050948460902,1.0,14922.333333333334,0.0437286685134703,0.9089954654097884,0.0356490201403428,265.9673202614379,0.7927461139896373,
0xd1ff0a814daf8dc315c7f264d3a691c181afd696cd2fbab67ffe754fa66a4f7b,6,0x048fde2d3d47f54d3e7be0be7a40e1cb5aff5d72,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-04 00:36:26+00:00,353481,57324000001,10653395,145081,0.0,28461,,632,541259,1142219,0.4738662200506208,194,27725,28478,0.973558536414074,155,154,995922,5,0xd1ff0a814daf8dc315c7f264d3a691c181afd696cd2fbab67ffe754fa66a4f7b,25711,154,40,108,193,1249826,3,16,11.0,4.0,7,12,0,-0.129663144189118,2.011199690124668,0.1919804187709359,0.3084818089046555,1.2435243074485067,1.2304310380073529,0.6381665408827087,-1.0734374053250062,1.2405633782416832,3.95793642749431,-0.5727163982182056,-0.1228266284153125,0.2864488724380118,0.2747784535976534,-0.5739298587291511,-0.2409489853991773,-0.2351656395551969,0.0915181035734327,-0.4799932405172333,-0.6460757816722604,4.147151010219195,2.7457087310430333,-0.6619522418236102,-0.1904803191110631,0.6849915126743449,-1.0761387919761545,-0.0,1.230978666701318,0.15,1.0,10576.101851851852,0.4330671364916904,1.0,9492.666666666666,0.0278384975545298,0.9028372778987288,0.0225096938503036,166.95454545454547,0.7938144329896907,
0x45c4b13b54d9d909e88dfc441ec39f5621edaeeb9c35c9344e37c9f82d28d972,6,0x0593a1447f14c5b8c6b635d40b1cf8a5e1c0f3d1,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-04 01:13:12+00:00,509625,337692073857,1198031,226425,0.0,17928,,626,541396,1142836,0.4737302640098841,194,17460,17944,0.9730271957200178,155,154,996107,6,0x45c4b13b54d9d909e88dfc441ec39f5621edaeeb9c35c9344e37c9f82d28d972,15944,154,57,108,193,1250011,3,25,14.0,4.0,10,16,0,-0.129663144189118,2.011779094182683,0.1921512525028804,0.3084818089046555,0.6963658853241232,0.6880481282065912,0.6381665408827087,-1.0671859742044874,0.6933670668392137,3.95793642749431,-0.3037809946647981,-0.1228266284153125,0.2864488724380118,0.2751357965213832,-0.5739298587291511,-0.2409489853991773,-0.2350868844313423,0.9591405742485318,-0.2150963086644555,-0.6460757816722604,6.699418453598076,3.976416364858826,-0.5638435308935714,0.2566049507639847,-1.6536438062700134,-0.8045352798241308,-0.0,0.6886022690707517,0.1052631578947368,1.0,10581.814814814816,0.4331126421186356,1.0,5981.333333333333,0.0175282198315845,0.8885421310744539,0.0139512580982748,103.53246753246754,0.7938144329896907,
0x88bde50227559e511134bd7bdc8ec0b46c3c14e8761b34d1153d2dfd18ab7376,6,0x0336e78e4d09b8a6a84d34d0fd103452de57a7a3,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-04 02:27:06+00:00,354332,179269099355,208932,145932,0.0,44843,,612,541560,1143227,0.4737116950526885,194,43631,44863,0.9725386175690436,155,154,996448,7,0x88bde50227559e511134bd7bdc8ec0b46c3c14e8761b34d1153d2dfd18ab7376,40773,154,41,108,193,1250352,3,16,11.0,4.0,7,12,0,-0.129663144189118,2.012472687361622,0.1922595118046475,0.3084818089046555,2.0913666710442635,2.0740748558434534,0.6381665408827087,-1.0609345430839687,2.084412138592251,3.95793642749431,-0.5568966685974169,-0.1228266284153125,0.2864488724380118,0.275794466451069,-0.5739298587291511,-0.2409489853991773,-0.2349417195814265,0.0915181035734327,-0.4799932405172333,-0.6460757816722604,4.147151010219195,2.7457087310430333,-0.661417539798547,0.0039778333625476,-1.8982818609586052,-1.073297345909556,-0.0,2.074537970411936,0.1463414634146341,1.0,10585.435185185184,0.4331256853064694,1.0,14954.333333333334,0.0437864858111152,0.9088335599491786,0.0356648329684305,264.7597402597403,0.7938144329896907,
0x24604fb74cd04498d4f86b29c4258a176066e0e9c2b8a6ab70634bf48409a79f,6,0x029f388ac4d5c8bff490550ce0853221030e822b,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-04 09:30:23+00:00,353456,40602000001,13269348,220999,0.0,71109,,571,542413,1145286,0.4736048463004,194,68939,71133,0.9691563690551502,155,154,998351,8,0x24604fb74cd04498d4f86b29c4258a176066e0e9c2b8a6ab70634bf48409a79f,65047,154,30,108,193,1252253,3,11,6.0,4.0,2,7,0,-0.129663144189118,2.0160802177374424,0.1928296036264851,0.3084818089046555,3.4403667048605224,3.426685359020405,0.6381665408827087,-1.05468311196345,3.4443633275943544,3.95793642749431,-0.7309136944260924,-0.1228266284153125,0.2864488724380118,0.2794664064403144,-0.5739298587291511,-0.2409489853991773,-0.2341316060641543,-0.3904943801349557,-0.9214881269385296,-0.6460757816722604,-0.1066280620789398,1.2073241887732926,-0.6619679498737002,-0.2171458369784447,1.3320062736606433,-0.8226524200795506,-0.0,3.427054676019498,0.2,1.0,10604.5,0.433149345100914,1.0,23711.0,0.069052799012773,0.9144419608339308,0.0567954205325132,422.3831168831169,0.7938144329896907,
0x9d00bd94deb9a797ba401e5c3d227086769282f83ff1e2897d269776108fb85e,6,0x048fde2d3d47f54d3e7be0be7a40e1cb5aff5d72,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-04 11:43:28+00:00,353481,41004001489,12455344,221024,0.0,28583,,549,542720,1146142,0.4735189880486013,194,27844,28600,0.9735664335664336,155,154,998927,9,0x9d00bd94deb9a797ba401e5c3d227086769282f83ff1e2897d269776108fb85e,25825,154,30,108,193,1252831,3,11,6.0,4.0,2,7,0,-0.129663144189118,2.017378590334602,0.1930666112027323,0.3084818089046555,1.249867400700606,1.2367126703403406,0.6381665408827087,-1.0484316808429317,1.246950229833767,3.95793642749431,-0.7309136944260924,-0.1228266284153125,0.2864488724380118,0.2805828616290486,-0.5739298587291511,-0.2409489853991773,-0.2338864009217745,-0.3904943801349557,-0.9214881269385296,-0.6460757816722604,-0.1066280620789398,1.2073241887732926,-0.6619522418236102,-0.2165047905808262,1.130675208652254,-0.8225689463408139,-0.0,1.2372608199825228,0.2,1.0,10612.425925925923,0.4331945544175117,1.0,9533.333333333334,0.0278738808002178,0.902972027972028,0.022532112076863,167.69480519480518,0.7938144329896907,
0x60fd55cbe72069e7a5c42a6bf10ac18b67f63f93297ff798cf9a000e40a37b88,6,0x0197abe48f0a9826d10f44dad7050f26586eb9ba,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-04 15:51:57+00:00,508155,173800100002,9374487,224955,0.0,106674,,512,543419,1148109,0.4733165579226362,194,103327,106698,0.9684061556917656,155,154,1000065,10,0x60fd55cbe72069e7a5c42a6bf10ac18b67f63f93297ff798cf9a000e40a37b88,98183,154,57,108,193,1253967,3,25,14.0,4.0,10,16,0,-0.129663144189118,2.0203348197984923,0.1936112302476835,0.3084818089046555,5.273360744803367,5.2578841616655625,0.6381665408827087,-1.0421802497224129,5.300808190360018,3.95793642749431,-0.3037809946647981,-0.1228266284153125,0.2864488724380118,0.2827771403390869,-0.5739298587291511,-0.2409489853991773,-0.2334019504842256,0.9591405742485318,-0.2150963086644555,-0.6460757816722604,6.699418453598076,3.976416364858826,-0.5647671642388626,-0.0047432346893672,0.368673767690599,-0.8094435356618505,-0.0,5.258405343610032,0.1052631578947368,1.0,10630.638888888889,0.433359543465224,1.0,35566.0,0.1033201808680627,0.9201953176254476,0.0855171416651206,637.5519480519481,0.7938144329896907,
